scorer,,,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy,randy
labeled-data,vid0,000000000067.png,281.0,326.0,385.0,359.0,483.0,347.0,526.0,285.0,580.0,351.0,399.0,430.0,364.0,447.0,1118.0,583.0,1001.0,615.0,923.0,615.0,820.0,637.0,840.0,577.0,987.0,655.0,1029.0,679.0
labeled-data,vid0,000000000071.png,282.0,338.0,384.0,371.0,481.0,359.0,513.0,291.0,577.0,358.0,400.0,442.0,363.0,458.0,1127.0,575.0,1010.0,605.0,932.0,606.0,829.0,623.0,854.0,560.0,995.0,646.0,1039.0,670.0
labeled-data,vid0,000000000075.png,285.0,349.0,386.0,382.0,483.0,370.0,508.0,297.0,576.0,364.0,401.0,452.0,365.0,468.0,1137.0,564.0,1019.0,596.0,941.0,595.0,839.0,608.0,867.0,545.0,1004.0,635.0,1047.0,661.0
labeled-data,vid0,000000000079.png,285.0,363.0,385.0,394.0,482.0,382.0,499.0,304.0,572.0,371.0,401.0,464.0,364.0,480.0,1145.0,555.0,1026.0,586.0,947.0,585.0,846.0,594.0,880.0,530.0,1011.0,626.0,1054.0,651.0
labeled-data,vid0,000000000083.png,287.0,375.0,387.0,405.0,482.0,393.0,492.0,312.0,570.0,379.0,401.0,474.0,365.0,490.0,1151.0,545.0,1032.0,576.0,954.0,575.0,853.0,581.0,891.0,516.0,1018.0,616.0,1061.0,641.0
labeled-data,vid0,000000000087.png,285.0,386.0,383.0,418.0,479.0,405.0,486.0,322.0,565.0,388.0,398.0,486.0,362.0,502.0,1159.0,537.0,1040.0,567.0,962.0,566.0,860.0,570.0,901.0,505.0,1025.0,607.0,1068.0,633.0
labeled-data,vid0,000000000091.png,290.0,399.0,385.0,429.0,480.0,416.0,483.0,331.0,566.0,397.0,399.0,496.0,364.0,513.0,1166.0,528.0,1046.0,558.0,968.0,557.0,867.0,557.0,911.0,494.0,1031.0,598.0,1074.0,624.0
labeled-data,vid0,000000000095.png,290.0,410.0,385.0,440.0,481.0,427.0,480.0,341.0,564.0,406.0,399.0,506.0,364.0,523.0,1172.0,520.0,1052.0,550.0,974.0,548.0,873.0,547.0,918.0,484.0,1037.0,590.0,1079.0,616.0
labeled-data,vid0,000000000099.png,292.0,421.0,387.0,450.0,480.0,439.0,480.0,352.0,564.0,416.0,400.0,517.0,365.0,533.0,1178.0,512.0,1058.0,543.0,979.0,540.0,878.0,539.0,925.0,475.0,1042.0,582.0,1084.0,608.0
labeled-data,vid0,000000000103.png,292.0,432.0,385.0,461.0,478.0,449.0,478.0,362.0,561.0,426.0,398.0,527.0,363.0,544.0,1181.0,505.0,1061.0,535.0,983.0,532.0,882.0,531.0,928.0,468.0,1045.0,575.0,1087.0,601.0
labeled-data,vid0,000000000107.png,290.0,444.0,382.0,473.0,475.0,460.0,476.0,373.0,558.0,437.0,396.0,537.0,361.0,555.0,1185.0,499.0,1065.0,529.0,986.0,526.0,886.0,524.0,933.0,461.0,1049.0,568.0,1091.0,594.0
labeled-data,vid0,000000000111.png,293.0,454.0,383.0,482.0,476.0,470.0,477.0,384.0,558.0,448.0,397.0,547.0,362.0,564.0,1188.0,493.0,1067.0,523.0,989.0,520.0,889.0,518.0,936.0,455.0,1051.0,562.0,1093.0,589.0
labeled-data,vid0,000000000115.png,294.0,465.0,384.0,493.0,476.0,481.0,478.0,394.0,558.0,459.0,397.0,557.0,362.0,574.0,1189.0,488.0,1070.0,518.0,991.0,514.0,890.0,513.0,935.0,452.0,1053.0,557.0,1095.0,584.0
labeled-data,vid0,000000000119.png,293.0,475.0,382.0,503.0,473.0,490.0,480.0,406.0,556.0,469.0,395.0,566.0,360.0,583.0,1190.0,484.0,1070.0,514.0,993.0,510.0,891.0,510.0,932.0,450.0,1053.0,553.0,1095.0,580.0
labeled-data,vid0,000000000123.png,292.0,486.0,379.0,513.0,471.0,501.0,483.0,418.0,554.0,482.0,392.0,576.0,358.0,593.0,1190.0,482.0,1070.0,511.0,991.0,507.0,890.0,511.0,928.0,451.0,1053.0,550.0,1096.0,578.0
labeled-data,vid0,000000000127.png,292.0,496.0,379.0,522.0,470.0,510.0,489.0,431.0,555.0,495.0,391.0,585.0,357.0,602.0,1190.0,480.0,1070.0,510.0,992.0,505.0,889.0,512.0,923.0,453.0,1053.0,548.0,1096.0,576.0
labeled-data,vid0,000000000131.png,293.0,505.0,378.0,531.0,470.0,519.0,496.0,444.0,557.0,508.0,391.0,593.0,356.0,610.0,1190.0,479.0,1070.0,508.0,991.0,505.0,889.0,515.0,918.0,456.0,1053.0,547.0,1095.0,575.0
labeled-data,vid0,000000000135.png,292.0,513.0,376.0,539.0,467.0,527.0,503.0,457.0,556.0,521.0,389.0,600.0,355.0,618.0,1190.0,479.0,1070.0,508.0,991.0,504.0,888.0,519.0,912.0,462.0,1053.0,547.0,1095.0,574.0
labeled-data,vid0,000000000139.png,291.0,521.0,376.0,547.0,466.0,535.0,511.0,472.0,556.0,535.0,388.0,608.0,354.0,626.0,1190.0,478.0,1070.0,508.0,993.0,503.0,888.0,523.0,906.0,468.0,1053.0,547.0,1095.0,574.0
labeled-data,vid0,000000000143.png,290.0,530.0,374.0,555.0,464.0,543.0,516.0,488.0,555.0,548.0,386.0,615.0,352.0,633.0,1189.0,478.0,1069.0,508.0,990.0,503.0,887.0,528.0,901.0,475.0,1052.0,546.0,1093.0,573.0
labeled-data,vid0,000000000147.png,289.0,538.0,372.0,563.0,461.0,551.0,523.0,504.0,555.0,561.0,384.0,623.0,350.0,640.0,1187.0,477.0,1067.0,506.0,989.0,502.0,886.0,532.0,894.0,481.0,1050.0,545.0,1091.0,572.0
labeled-data,vid0,000000000151.png,285.0,546.0,367.0,571.0,457.0,559.0,526.0,521.0,551.0,576.0,379.0,631.0,346.0,648.0,1183.0,476.0,1063.0,506.0,985.0,501.0,883.0,536.0,888.0,489.0,1046.0,544.0,1088.0,572.0
labeled-data,vid0,000000000155.png,286.0,553.0,367.0,578.0,456.0,565.0,532.0,538.0,551.0,588.0,379.0,637.0,345.0,654.0,1178.0,476.0,1059.0,506.0,981.0,501.0,880.0,541.0,881.0,497.0,1042.0,544.0,1084.0,571.0
labeled-data,vid0,000000000159.png,285.0,558.0,367.0,583.0,456.0,570.0,536.0,552.0,551.0,599.0,379.0,641.0,345.0,659.0,1172.0,477.0,1053.0,505.0,976.0,502.0,876.0,546.0,874.0,505.0,1037.0,544.0,1078.0,571.0
labeled-data,vid0,000000000163.png,283.0,566.0,363.0,590.0,451.0,578.0,537.0,569.0,548.0,612.0,375.0,649.0,341.0,666.0,1165.0,477.0,1047.0,506.0,970.0,502.0,871.0,551.0,866.0,514.0,1030.0,544.0,1071.0,572.0
labeled-data,vid0,000000000167.png,282.0,572.0,361.0,595.0,450.0,583.0,538.0,583.0,545.0,622.0,374.0,654.0,340.0,672.0,1157.0,478.0,1039.0,507.0,963.0,503.0,866.0,556.0,859.0,523.0,1023.0,545.0,1064.0,573.0
labeled-data,vid0,000000000171.png,279.0,577.0,359.0,601.0,447.0,588.0,537.0,596.0,542.0,631.0,371.0,659.0,337.0,677.0,1148.0,480.0,1031.0,508.0,954.0,504.0,860.0,561.0,851.0,532.0,1014.0,546.0,1055.0,574.0
labeled-data,vid0,000000000175.png,277.0,582.0,356.0,605.0,444.0,593.0,537.0,609.0,539.0,641.0,368.0,663.0,335.0,681.0,1138.0,483.0,1022.0,510.0,945.0,506.0,852.0,566.0,844.0,541.0,1005.0,549.0,1046.0,576.0
labeled-data,vid0,000000000179.png,275.0,587.0,353.0,610.0,441.0,597.0,535.0,619.0,535.0,648.0,365.0,667.0,331.0,685.0,1128.0,485.0,1013.0,513.0,936.0,509.0,845.0,572.0,836.0,548.0,996.0,552.0,1037.0,578.0
labeled-data,vid0,000000000183.png,273.0,590.0,352.0,614.0,441.0,601.0,534.0,629.0,534.0,655.0,364.0,671.0,330.0,689.0,1118.0,489.0,1003.0,517.0,926.0,513.0,838.0,579.0,828.0,558.0,986.0,555.0,1027.0,582.0
labeled-data,vid0,000000000187.png,270.0,594.0,348.0,617.0,436.0,604.0,531.0,636.0,529.0,661.0,360.0,674.0,327.0,692.0,1107.0,493.0,992.0,521.0,917.0,517.0,829.0,585.0,819.0,565.0,977.0,559.0,1017.0,586.0
labeled-data,vid0,000000000191.png,267.0,596.0,345.0,619.0,433.0,607.0,528.0,642.0,526.0,665.0,357.0,677.0,323.0,694.0,1095.0,498.0,981.0,525.0,905.0,521.0,819.0,590.0,809.0,572.0,965.0,563.0,1006.0,590.0
labeled-data,vid0,000000000195.png,266.0,599.0,343.0,622.0,431.0,609.0,526.0,646.0,524.0,668.0,356.0,679.0,321.0,697.0,1082.0,502.0,969.0,530.0,894.0,527.0,808.0,596.0,798.0,579.0,953.0,568.0,994.0,594.0
labeled-data,vid0,000000000199.png,265.0,599.0,342.0,622.0,431.0,609.0,525.0,648.0,523.0,669.0,355.0,679.0,321.0,697.0,1070.0,507.0,958.0,534.0,882.0,531.0,798.0,601.0,788.0,583.0,942.0,573.0,983.0,599.0
labeled-data,vid0,000000000203.png,265.0,599.0,343.0,623.0,431.0,610.0,525.0,648.0,523.0,670.0,355.0,679.0,321.0,697.0,1059.0,512.0,945.0,540.0,871.0,536.0,787.0,606.0,777.0,589.0,930.0,577.0,971.0,604.0
labeled-data,vid0,000000000207.png,264.0,600.0,342.0,623.0,430.0,610.0,524.0,648.0,522.0,671.0,356.0,680.0,320.0,698.0,1046.0,517.0,934.0,545.0,859.0,541.0,776.0,611.0,765.0,594.0,919.0,583.0,959.0,609.0
labeled-data,vid0,000000000211.png,263.0,600.0,341.0,624.0,429.0,611.0,524.0,649.0,521.0,671.0,353.0,681.0,319.0,699.0,1033.0,522.0,923.0,550.0,848.0,547.0,765.0,616.0,755.0,599.0,907.0,588.0,947.0,614.0
labeled-data,vid0,000000000215.png,262.0,601.0,341.0,624.0,429.0,611.0,523.0,648.0,521.0,671.0,353.0,680.0,318.0,699.0,1020.0,528.0,910.0,555.0,836.0,552.0,753.0,622.0,742.0,603.0,894.0,593.0,936.0,619.0
labeled-data,vid0,000000000219.png,261.0,602.0,339.0,625.0,427.0,612.0,522.0,645.0,519.0,670.0,352.0,681.0,317.0,700.0,1007.0,532.0,897.0,560.0,823.0,557.0,740.0,625.0,730.0,605.0,882.0,598.0,923.0,623.0
labeled-data,vid0,000000000223.png,258.0,603.0,336.0,626.0,424.0,613.0,519.0,640.0,517.0,668.0,349.0,682.0,315.0,701.0,994.0,538.0,885.0,565.0,812.0,563.0,726.0,628.0,716.0,605.0,870.0,603.0,910.0,629.0
labeled-data,vid0,000000000227.png,253.0,603.0,332.0,627.0,420.0,614.0,514.0,634.0,514.0,666.0,344.0,684.0,310.0,702.0,981.0,543.0,873.0,570.0,799.0,567.0,713.0,629.0,704.0,604.0,857.0,607.0,898.0,633.0
labeled-data,vid0,000000000231.png,250.0,604.0,330.0,627.0,418.0,614.0,511.0,626.0,513.0,661.0,341.0,684.0,307.0,702.0,969.0,547.0,861.0,575.0,788.0,571.0,700.0,631.0,692.0,603.0,846.0,612.0,887.0,637.0
labeled-data,vid0,000000000235.png,246.0,605.0,325.0,628.0,414.0,614.0,506.0,618.0,511.0,656.0,338.0,685.0,303.0,703.0,957.0,552.0,850.0,579.0,777.0,576.0,688.0,631.0,681.0,598.0,834.0,616.0,876.0,641.0
labeled-data,vid0,000000000239.png,242.0,604.0,322.0,627.0,411.0,614.0,499.0,607.0,508.0,650.0,334.0,684.0,300.0,702.0,946.0,555.0,839.0,583.0,766.0,580.0,676.0,630.0,672.0,594.0,824.0,620.0,865.0,645.0
labeled-data,vid0,000000000243.png,239.0,604.0,318.0,626.0,407.0,613.0,492.0,597.0,505.0,644.0,331.0,684.0,296.0,702.0,935.0,559.0,828.0,586.0,756.0,584.0,665.0,629.0,663.0,589.0,814.0,624.0,854.0,649.0
labeled-data,vid0,000000000247.png,234.0,601.0,314.0,625.0,404.0,612.0,484.0,586.0,501.0,637.0,327.0,682.0,292.0,700.0,924.0,562.0,818.0,589.0,745.0,586.0,653.0,626.0,654.0,583.0,803.0,626.0,844.0,651.0
labeled-data,vid0,000000000251.png,230.0,599.0,310.0,623.0,400.0,610.0,475.0,576.0,498.0,630.0,323.0,681.0,288.0,700.0,913.0,564.0,807.0,591.0,736.0,588.0,643.0,624.0,648.0,578.0,793.0,629.0,834.0,654.0
labeled-data,vid0,000000000255.png,224.0,597.0,306.0,621.0,396.0,608.0,465.0,564.0,493.0,622.0,318.0,680.0,284.0,697.0,904.0,567.0,798.0,593.0,726.0,591.0,633.0,621.0,642.0,572.0,783.0,630.0,824.0,655.0
labeled-data,vid0,000000000259.png,219.0,595.0,301.0,620.0,392.0,606.0,453.0,553.0,489.0,613.0,314.0,678.0,279.0,696.0,895.0,568.0,790.0,595.0,718.0,592.0,625.0,618.0,639.0,566.0,775.0,632.0,816.0,657.0
labeled-data,vid0,000000000263.png,214.0,593.0,296.0,617.0,388.0,604.0,443.0,543.0,484.0,606.0,310.0,676.0,274.0,694.0,886.0,569.0,782.0,596.0,710.0,593.0,618.0,613.0,636.0,560.0,767.0,633.0,808.0,658.0
labeled-data,vid0,000000000267.png,209.0,590.0,292.0,614.0,385.0,600.0,430.0,533.0,479.0,597.0,307.0,673.0,270.0,691.0,879.0,570.0,775.0,596.0,703.0,594.0,611.0,609.0,634.0,554.0,760.0,633.0,801.0,658.0
labeled-data,vid0,000000000271.png,203.0,586.0,287.0,610.0,380.0,598.0,419.0,524.0,473.0,589.0,301.0,670.0,266.0,688.0,872.0,569.0,768.0,596.0,696.0,593.0,605.0,605.0,633.0,548.0,753.0,633.0,794.0,658.0
labeled-data,vid0,000000000275.png,198.0,582.0,283.0,606.0,376.0,593.0,407.0,515.0,469.0,580.0,297.0,666.0,261.0,684.0,867.0,569.0,763.0,595.0,691.0,593.0,600.0,600.0,633.0,542.0,748.0,633.0,789.0,658.0
labeled-data,vid0,000000000279.png,193.0,578.0,278.0,603.0,372.0,589.0,397.0,506.0,463.0,573.0,293.0,663.0,255.0,681.0,862.0,569.0,758.0,595.0,687.0,592.0,597.0,597.0,633.0,538.0,744.0,632.0,784.0,656.0
labeled-data,vid0,000000000283.png,187.0,572.0,274.0,598.0,368.0,584.0,389.0,499.0,459.0,565.0,289.0,658.0,252.0,676.0,859.0,568.0,756.0,594.0,684.0,591.0,595.0,593.0,636.0,534.0,742.0,631.0,782.0,656.0
labeled-data,vid0,000000000287.png,182.0,567.0,269.0,593.0,364.0,579.0,380.0,491.0,454.0,557.0,285.0,654.0,248.0,672.0,858.0,567.0,753.0,593.0,683.0,591.0,594.0,591.0,637.0,531.0,739.0,631.0,779.0,655.0
labeled-data,vid0,000000000291.png,175.0,562.0,264.0,588.0,359.0,575.0,372.0,485.0,448.0,550.0,279.0,650.0,241.0,668.0,857.0,566.0,753.0,593.0,682.0,590.0,593.0,589.0,638.0,529.0,738.0,630.0,779.0,655.0
labeled-data,vid0,000000000295.png,175.0,555.0,264.0,581.0,360.0,567.0,371.0,477.0,449.0,542.0,279.0,642.0,242.0,661.0,857.0,566.0,753.0,593.0,682.0,590.0,593.0,587.0,640.0,528.0,738.0,630.0,778.0,654.0
labeled-data,vid0,000000000299.png,166.0,550.0,257.0,577.0,354.0,563.0,363.0,472.0,444.0,537.0,273.0,639.0,234.0,658.0,855.0,566.0,751.0,592.0,680.0,589.0,592.0,585.0,640.0,525.0,737.0,629.0,777.0,653.0
labeled-data,vid0,000000000303.png,161.0,544.0,252.0,571.0,350.0,557.0,359.0,466.0,440.0,531.0,269.0,634.0,230.0,652.0,855.0,564.0,751.0,590.0,679.0,587.0,591.0,583.0,638.0,522.0,736.0,627.0,776.0,651.0
labeled-data,vid0,000000000307.png,157.0,537.0,250.0,564.0,348.0,551.0,359.0,458.0,440.0,524.0,267.0,627.0,228.0,646.0,853.0,560.0,749.0,587.0,677.0,584.0,589.0,579.0,637.0,519.0,734.0,623.0,774.0,648.0
labeled-data,vid0,000000000311.png,152.0,530.0,246.0,558.0,345.0,545.0,356.0,453.0,436.0,518.0,263.0,622.0,224.0,640.0,852.0,555.0,747.0,582.0,675.0,579.0,588.0,575.0,635.0,515.0,733.0,619.0,773.0,643.0
labeled-data,vid0,000000000315.png,146.0,523.0,242.0,553.0,341.0,539.0,353.0,448.0,432.0,513.0,259.0,616.0,218.0,635.0,850.0,549.0,745.0,576.0,674.0,572.0,585.0,568.0,632.0,510.0,730.0,612.0,771.0,637.0
labeled-data,vid0,000000000319.png,143.0,516.0,239.0,545.0,339.0,532.0,357.0,443.0,433.0,508.0,256.0,610.0,217.0,628.0,850.0,542.0,745.0,568.0,674.0,565.0,584.0,562.0,628.0,504.0,730.0,605.0,771.0,630.0
labeled-data,vid0,000000000323.png,138.0,510.0,236.0,539.0,336.0,526.0,360.0,440.0,432.0,506.0,253.0,605.0,212.0,623.0,851.0,535.0,747.0,560.0,674.0,557.0,585.0,557.0,624.0,500.0,731.0,598.0,772.0,623.0
labeled-data,vid0,000000000327.png,133.0,502.0,233.0,532.0,334.0,519.0,366.0,437.0,433.0,504.0,250.0,599.0,210.0,617.0,853.0,526.0,748.0,552.0,676.0,548.0,585.0,551.0,620.0,495.0,733.0,589.0,773.0,614.0
labeled-data,vid0,000000000331.png,129.0,494.0,230.0,525.0,332.0,513.0,373.0,435.0,433.0,503.0,247.0,592.0,207.0,610.0,856.0,517.0,750.0,543.0,677.0,540.0,585.0,546.0,617.0,490.0,735.0,580.0,775.0,605.0
labeled-data,vid0,000000000335.png,127.0,486.0,229.0,518.0,331.0,505.0,381.0,433.0,436.0,500.0,246.0,585.0,206.0,603.0,860.0,506.0,752.0,532.0,680.0,529.0,587.0,539.0,615.0,484.0,737.0,569.0,777.0,595.0
labeled-data,vid0,000000000339.png,122.0,480.0,226.0,511.0,329.0,499.0,388.0,434.0,435.0,500.0,244.0,579.0,203.0,597.0,864.0,497.0,756.0,522.0,684.0,518.0,590.0,533.0,613.0,480.0,741.0,559.0,781.0,585.0
labeled-data,vid0,000000000343.png,119.0,471.0,223.0,504.0,327.0,491.0,398.0,436.0,437.0,500.0,242.0,572.0,202.0,590.0,869.0,486.0,761.0,511.0,688.0,507.0,593.0,526.0,611.0,475.0,745.0,548.0,785.0,575.0
labeled-data,vid0,000000000347.png,116.0,465.0,221.0,497.0,326.0,485.0,404.0,439.0,437.0,500.0,239.0,566.0,199.0,584.0,874.0,474.0,766.0,500.0,692.0,495.0,597.0,518.0,610.0,471.0,750.0,537.0,790.0,564.0
labeled-data,vid0,000000000351.png,115.0,457.0,221.0,490.0,326.0,477.0,413.0,440.0,440.0,499.0,240.0,559.0,198.0,577.0,881.0,462.0,771.0,487.0,698.0,482.0,602.0,511.0,611.0,465.0,755.0,524.0,795.0,551.0
labeled-data,vid0,000000000355.png,113.0,451.0,221.0,483.0,325.0,470.0,421.0,444.0,442.0,499.0,239.0,553.0,198.0,571.0,886.0,450.0,776.0,475.0,704.0,470.0,607.0,502.0,613.0,460.0,760.0,512.0,799.0,539.0
labeled-data,vid0,000000000359.png,111.0,444.0,220.0,477.0,326.0,463.0,428.0,448.0,443.0,499.0,239.0,547.0,197.0,565.0,894.0,437.0,783.0,462.0,710.0,456.0,614.0,494.0,616.0,454.0,766.0,499.0,806.0,527.0
labeled-data,vid0,000000000363.png,108.0,435.0,218.0,470.0,324.0,457.0,432.0,451.0,442.0,499.0,238.0,541.0,195.0,559.0,900.0,424.0,789.0,449.0,715.0,443.0,620.0,484.0,619.0,448.0,772.0,486.0,812.0,514.0
labeled-data,vid0,000000000367.png,109.0,429.0,220.0,463.0,327.0,449.0,439.0,456.0,446.0,498.0,240.0,534.0,198.0,552.0,908.0,411.0,796.0,435.0,722.0,429.0,627.0,474.0,624.0,441.0,779.0,473.0,819.0,501.0
labeled-data,vid0,000000000371.png,109.0,422.0,221.0,456.0,329.0,443.0,444.0,459.0,446.0,498.0,241.0,528.0,199.0,546.0,917.0,397.0,803.0,421.0,729.0,414.0,635.0,464.0,630.0,434.0,785.0,459.0,826.0,487.0
labeled-data,vid0,000000000375.png,111.0,415.0,222.0,450.0,331.0,436.0,448.0,461.0,449.0,496.0,244.0,521.0,201.0,540.0,926.0,384.0,811.0,408.0,737.0,401.0,644.0,453.0,638.0,426.0,794.0,445.0,834.0,474.0
labeled-data,vid0,000000000379.png,112.0,409.0,225.0,444.0,334.0,430.0,452.0,463.0,451.0,495.0,246.0,516.0,203.0,534.0,933.0,370.0,818.0,393.0,744.0,386.0,651.0,442.0,643.0,417.0,800.0,431.0,840.0,460.0
labeled-data,vid0,000000000383.png,114.0,403.0,227.0,438.0,337.0,425.0,456.0,464.0,453.0,494.0,249.0,511.0,206.0,529.0,943.0,357.0,827.0,380.0,753.0,373.0,660.0,430.0,653.0,408.0,809.0,417.0,849.0,447.0
labeled-data,vid0,000000000387.png,116.0,398.0,230.0,433.0,339.0,419.0,458.0,465.0,455.0,491.0,251.0,505.0,207.0,524.0,951.0,343.0,835.0,367.0,760.0,358.0,667.0,418.0,660.0,397.0,816.0,404.0,856.0,434.0
labeled-data,vid0,000000000391.png,117.0,394.0,231.0,430.0,341.0,416.0,460.0,466.0,456.0,491.0,253.0,503.0,208.0,521.0,961.0,329.0,844.0,353.0,769.0,344.0,676.0,404.0,668.0,385.0,825.0,390.0,864.0,420.0
labeled-data,vid0,000000000395.png,117.0,392.0,232.0,428.0,342.0,414.0,462.0,466.0,458.0,491.0,253.0,501.0,210.0,520.0,969.0,317.0,851.0,340.0,776.0,331.0,683.0,391.0,675.0,373.0,832.0,376.0,872.0,407.0
labeled-data,vid0,000000000399.png,118.0,392.0,232.0,428.0,342.0,414.0,461.0,468.0,457.0,491.0,253.0,501.0,210.0,519.0,978.0,303.0,859.0,325.0,784.0,317.0,691.0,378.0,683.0,359.0,840.0,363.0,880.0,394.0
labeled-data,vid0,000000000403.png,117.0,392.0,233.0,427.0,342.0,414.0,461.0,467.0,457.0,491.0,253.0,501.0,209.0,519.0,988.0,290.0,868.0,312.0,793.0,303.0,699.0,364.0,691.0,345.0,849.0,350.0,888.0,381.0
labeled-data,vid0,000000000407.png,117.0,390.0,234.0,427.0,343.0,413.0,462.0,467.0,458.0,491.0,253.0,501.0,211.0,518.0,997.0,278.0,876.0,301.0,801.0,291.0,706.0,352.0,698.0,332.0,856.0,337.0,896.0,369.0
labeled-data,vid0,000000000411.png,121.0,388.0,236.0,424.0,346.0,410.0,465.0,465.0,461.0,488.0,256.0,499.0,213.0,516.0,1005.0,266.0,884.0,288.0,808.0,279.0,714.0,339.0,707.0,320.0,864.0,325.0,903.0,357.0
labeled-data,vid0,000000000415.png,125.0,384.0,240.0,421.0,350.0,407.0,470.0,459.0,466.0,483.0,261.0,495.0,217.0,512.0,1014.0,255.0,891.0,277.0,816.0,267.0,721.0,327.0,713.0,306.0,871.0,314.0,910.0,346.0
